Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
325,10910204,BarbodSadra,"2023-09-17 12:56:05",0.80336,19,barbodsadra
326,9479039,Autocorrect,"2023-09-20 15:14:52",0.80336,2,autocorrect
327,10690353,SiddharthRaina462002,"2023-09-25 13:25:49",0.80336,5,siddharthraina462002
328,10948459,AEmanuele_Rizzo,"2023-09-25 18:12:00",0.80336,4,aemanuelerizzo
329,10487201,Gadzz,"2023-09-28 15:07:57",0.80336,7,christopherrichardc
330,10941813,"SEELAM SHANTOSH","2023-09-29 15:52:18",0.80336,1,seelamshantosh
331,11020392,IEnjoyTotallySpies,"2023-10-06 07:57:46",0.80336,8,ienjoytotallyspies
332,11024861,"Artem Ponomarenko","2023-10-06 17:53:34",0.80336,2,slfdstrctd
333,10784477,Maxmin02,"2023-10-10 12:38:32",0.80336,31,maxmin02
334,8502630,"Bayesian Beholders","2023-10-14 05:57:21",0.80336,4,"davidm2,josephthibeault"
335,11064794,"Enis Kerem Çakmak","2023-10-19 10:45:37",0.80336,10,eniskeremakmak
336,11064802,"tuna bozkurt","2023-10-19 21:25:17",0.80336,6,tunababa
337,10315455,AiDeeSiS,"2023-10-20 02:59:21",0.80336,1,aideesis
338,11053554,"Ayca Demir","2023-10-20 08:59:49",0.80336,10,aycademir
339,11090804,"Emre Burak Baş","2023-10-21 00:27:54",0.80336,4,emreburakbas
340,11066295,CanberkSolo,"2023-10-21 10:37:20",0.80336,26,alpercanberkbalc
341,11127675,"Margaux Lewein","2023-10-25 04:37:36",0.80336,1,margauxlewein
342,11129035,"Anders Willard Leo","2023-10-26 15:11:23",0.80336,4,anderswillardleo
343,11143656,kaz184,"2023-10-28 23:07:48",0.80336,3,kaz184
344,9668050,"Ariadne Alkiviade","2023-09-05 09:24:53",0.80313,4,ariadnealkiviade
345,10855033,"Anıl Aydın","2023-09-04 19:40:42",0.80313,1,aniaydn
346,10869900,Hartz,"2023-09-07 20:11:53",0.80313,8,ahnafsadikinan21
347,10879796,Clarence__11,"2023-09-07 08:45:48",0.80313,1,clarence11
348,10820521,Brokerus,"2023-10-04 15:27:13",0.80313,20,brokerus
349,10924523,Kuzagaya,"2023-09-16 05:51:47",0.80313,5,kuzagaya
350,10893043,Hongxinglin,"2023-09-17 07:29:04",0.80313,17,hongxinglin
351,10930022,"Sibgat Ul Islam","2023-09-22 13:22:53",0.80313,6,sibgatulislam
352,10959662,hodayahadad,"2023-09-26 02:52:18",0.80313,15,hodayahadad
353,10964903,PaolaGibernau,"2023-10-17 13:46:36",0.80313,10,paolagibernau
354,11035508,Vlad0S,"2023-10-17 15:31:04",0.80313,13,vlad0s
355,10894798,"Mustafa Uğur Yalçın","2023-10-21 08:30:42",0.80313,22,muydev
356,11073739,"Novak Ćojbašić","2023-10-18 21:11:24",0.80313,2,cojbak
357,11042559,"Tommy Dolan","2023-10-19 19:29:19",0.80313,8,tommydolan
358,11062246,"Ayaka Kobayashi","2023-10-26 17:48:23",0.80313,3,ayakakobayashi
359,11054144,"Sergey Polivin","2023-10-28 15:28:27",0.80313,4,sergeypolivin
360,11046906,s7522k,"2023-10-29 06:54:32",0.80313,4,s7522k
361,11062041,"Yutaro Hori","2023-10-27 15:02:51",0.80313,13,yutarohori
362,10840136,atomicalex,"2023-09-04 05:23:06",0.80289,9,atomicalexx
363,10823427,"Dennis Bucklin","2023-09-13 21:21:31",0.80289,22,dennisbucklin
364,10810820,"Phạm Thiện Tài","2023-09-07 01:59:43",0.80289,1,phmthinti
365,10915157,"Luca Minutillo Menga","2023-09-14 14:16:26",0.80289,4,lucaminutillomenga
366,10953070,"Vladimir Ratiner","2023-10-14 17:21:28",0.80289,18,vladimirratiner
367,10852212,"Sean #3","2023-10-02 08:25:04",0.80289,9,seanlam
368,10978847,Neetu,"2023-09-29 06:17:57",0.80289,2,littlelegs
369,10982189,"Junyeong Yu","2023-09-30 05:06:39",0.80289,5,junyeongyu
370,10992367,"Irina Troyanovskaya","2023-10-03 18:48:09",0.80289,7,irinatroyanovskaya
371,10997597,"Nicolas #4","2023-10-12 09:18:25",0.80289,13,nicolasmatteazzi
372,9357817,Method,"2023-10-12 19:54:55",0.80289,1,"artyomboyko,lightmourne"
373,11049725,swstk,"2023-10-15 07:35:00",0.80289,6,swstkkk
374,11048516,spiritokko,"2023-10-24 09:36:55",0.80289,15,spiritokko
375,11062557,sonmezb,"2023-10-21 07:20:31",0.80289,10,sonmezb
376,11068459,Frknlke,"2023-10-18 21:28:31",0.80289,8,furkanlke
377,11093482,srselen,"2023-10-21 12:23:41",0.80289,4,srselen
378,11155856,"Cumt Wang","2023-10-31 15:21:00",0.80289,12,cumtwang
379,10842356,"Daniel Carvalho Costa","2023-10-11 18:41:05",0.80266,13,danielcarvalhocosta
380,10844070,"Remi KEAT","2023-09-09 15:11:07",0.80266,5,remikeat
381,10856015,wtstephens,"2023-09-26 05:45:33",0.80266,8,wtstephens
382,10945100,yyzzzz,"2023-09-27 10:54:00",0.80266,2,yyzzzz
383,11045868,"Ahmet Emir Topbas","2023-10-12 22:28:24",0.80266,17,ahmetemirtopbas
384,10942091,"Palaka Sriharshini","2023-10-11 04:19:49",0.80266,1,palakasriharshini
385,11063251,"Oğuz Durmaz","2023-10-14 10:52:19",0.80266,15,glynix
386,11069405,"Kolluri Naveena Rani","2023-10-14 13:19:28",0.80266,1,kollurinaveenarani
387,11059399,"Berfin Duman0","2023-10-15 10:41:20",0.80266,17,berfinduman0
388,11059192,"Adam Michalak","2023-10-17 12:44:23",0.80266,9,adammichalak94
389,11050992,"BORA KARAGUL","2023-10-19 07:12:43",0.80266,8,borakaragul
390,11101735,adarshunni08,"2023-10-20 10:16:02",0.80266,1,adarshunni08
391,11057985,"Salim Beyden","2023-10-28 18:02:44",0.80266,4,salimbeyden
392,11155214,"Jacky Wong","2023-10-30 14:17:50",0.80266,6,jackywongjw
393,10859536,Odilbek,"2023-09-02 11:42:45",0.80243,7,carbon789
394,10868475,EmJee,"2023-09-05 19:42:28",0.80243,13,michalgonet
395,10869388,"Lucas Gabriel","2023-09-05 21:38:25",0.80243,4,lucasgabrielb
396,10909095,TKazuaki,"2023-10-12 15:34:02",0.80243,9,tkazuaki
397,10514135,"Imad Berkani","2023-09-25 19:26:42",0.80243,9,imadberkani
398,10976992,"Maciej Malewicz","2023-09-29 13:49:48",0.80243,7,maciejmalewicz
399,11005519,"Noureldeen Anwar","2023-10-03 12:18:37",0.80243,4,noureldeenanwar
400,10651941,"Karun Ramakrishnan","2023-10-04 14:42:50",0.80243,2,karunramakrishnan
401,11033610,ParthShah12001,"2023-10-09 19:03:17",0.80243,1,parthshah12001
402,11045872,"Dağhan Erdönmez","2023-10-14 07:23:54",0.80243,26,daghanerdonmez
403,9341290,EviLin,"2023-10-18 07:45:37",0.80243,4,evilin
404,11053411,"Doğukan Tosun","2023-10-19 07:21:09",0.80243,11,doukant
405,11066333,"Doniyor Koshimbetov","2023-10-21 01:50:33",0.80243,18,doniyorkoshimbetov
406,11133145,"Prathyusha Boddu","2023-10-26 03:18:04",0.80243,1,prathyushaboddu
407,11063145,Munden,"2023-10-27 13:09:42",0.80243,16,munden
408,11132535,Marco,"2023-10-27 23:05:20",0.80243,2,marcodavidg
409,10857646,"Alexander Grebennikov","2023-09-07 06:39:32",0.80219,12,mollyfox69
410,10878450,jotaga,"2023-09-20 19:57:28",0.80219,27,jotaga
411,10889323,"Kenta Tsukaue","2023-09-11 21:20:27",0.80219,4,kentatsukaue
412,10567599,"João Lucas","2023-09-21 00:50:35",0.80219,5,jotaele0
413,10957819,"Marlene Johannesson","2023-09-29 11:13:58",0.80219,20,marlenejohannesson
414,10973221,"Ahntonio Lanrus","2023-10-04 12:14:00",0.80219,19,ahntoniolanrus
415,10987653,ohaini,"2023-10-01 06:55:58",0.80219,7,ohaini
416,10124779,agshiv92,"2023-10-07 07:08:40",0.80219,2,agshiv92
417,11028255,"Darren Aldrich","2023-10-08 04:10:26",0.80219,2,dardrich
418,11035932,"Javier Requena","2023-10-08 21:25:14",0.80219,1,javierrequena23
419,10373937,"Paul VanKoughnett","2023-10-25 21:52:11",0.80219,7,"allispaul,franklin555"
420,10941804,"RAMPALLI NAVYA SREE","2023-10-11 05:00:56",0.80219,1,"charitha213,rampallinavyasree"
421,10975962,"Khyathi Kancharla","2023-10-11 05:04:14",0.80219,1,khyathikancharla
422,11051611,"Onur Yılmaz","2023-10-12 11:57:02",0.80219,2,onuryilmazo
423,11040964,"Boran Roni","2023-10-14 20:43:16",0.80219,29,boranroni
424,11040484,"BİRKAN ÇELİK","2023-10-21 07:24:05",0.80219,7,brkanelk
425,11040390,"Garbage Collector","2023-10-20 08:07:48",0.80219,7,turgaybulut
426,11063065,"Erdem Murat Ozatakan","2023-10-20 11:15:46",0.80219,30,muratozatakan
427,11040391,"Nadide Bilge Doğan","2023-10-20 13:46:59",0.80219,21,nadidebilgedoan
428,11073513,"Joseph Wesleyan","2023-10-21 18:00:29",0.80219,3,wesleyan
429,11065609,"Murat Altunsaray","2023-10-20 20:35:42",0.80219,6,murataltunsaray
430,11040477,"Şerife Gül KORKUT","2023-10-21 00:20:03",0.80219,17,gulkorkut
431,11111789,"Andrea Barghetti","2023-10-28 23:13:57",0.80219,7,andreabarghetti
432,11149221,FangYanzhao,"2023-10-31 13:53:45",0.80219,10,fangyanzhao
433,8630462,Gurpreet,"2023-09-02 16:21:45",0.80196,1,gurpreetmeelu
434,9997235,enricomanosperti,"2023-09-03 14:44:19",0.80196,20,enricomanosperti
435,10731139,"Danish Elahi","2023-09-05 14:15:07",0.80196,1,danishelahi
436,10876192,"Kent RB","2023-09-06 22:38:12",0.80196,4,jokerinthapack
437,10769249,"alperen yüksel","2023-09-08 12:47:35",0.80196,4,alperenyksel
438,10902405,AvG2021,"2023-09-15 11:17:56",0.80196,34,avg2021
439,10943483,"Dohyeok Kwon_Hanyang","2023-09-20 13:16:50",0.80196,4,dohyeokkwonhanyang
440,10961952,lorenzofoschi,"2023-09-24 16:53:19",0.80196,5,lorenzofoschi
441,10903955,"Victor M. Ramirez","2023-09-28 16:55:54",0.80196,8,vmramirez
442,10989129,DragonSave66,"2023-09-30 12:55:45",0.80196,1,dragonsave66
443,10994494,yunyuntun,"2023-10-02 12:59:49",0.80196,2,yunyuntun
444,10997610,seunghwan0987,"2023-10-02 16:28:32",0.80196,1,seunghwan0987
445,10580020,"Riya Fernando","2023-10-14 16:37:40",0.80196,1,riyafernando
446,11125606,ofenwick,"2023-10-26 13:00:03",0.80196,4,ofenwick
447,10861147,"Rainer Bernhardt","2023-09-03 13:24:53",0.80173,9,plucked
448,10844925,"Serhii Chepurko","2023-09-11 20:07:22",0.80173,11,serhiichepurko
449,10575846,"Maycon Ramos","2023-09-16 00:43:16",0.80173,9,mayconramos
450,10888939,"gabriel letare","2023-09-18 09:45:13",0.80173,1,gabrielletare
451,10948495,dweimers,"2023-10-02 12:44:04",0.80173,22,dweimers
452,9549860,"Steve Simons","2023-09-23 16:14:19",0.80173,7,stevesimons
453,10930629,"Prit Shah","2023-09-24 19:25:36",0.80173,4,shahprit
454,10957329,otofarings,"2023-09-28 15:25:19",0.80173,3,otofarings
455,10743041,"Anna Danchenko","2023-10-02 19:38:31",0.80173,1,anyaachan
456,10873656,"HIROKI SUGIURA","2023-10-09 07:44:58",0.80173,9,hirokisugiura
457,10940606,Harute最高だ,"2023-10-03 07:06:11",0.80173,80,harute
458,10983076,Varshith6666,"2023-10-07 08:55:13",0.80173,1,varshith6666
459,10739576,"Kimura Fumiya","2023-10-15 14:05:04",0.80173,55,kimurafumiya
460,11064424,"Yagmur Ensarioglu","2023-10-21 16:14:35",0.80173,7,yagmurr
461,10991818,"Scott Hodgins","2023-10-15 02:23:36",0.80173,4,scotthodgins
462,11051998,"Burak Yener","2023-10-20 21:51:07",0.80173,36,burakyener
463,11091005,alwaysgt,"2023-10-24 21:49:33",0.80173,5,yyando
464,8943399,"Akshatha B S","2023-10-25 16:21:59",0.80173,1,akshathabeejadi
465,11132455,"Luis Martinez","2023-10-27 22:33:36",0.80173,5,lemartinezm
466,10867197,Bluscreendez,"2023-09-04 18:48:11",0.80149,4,bluscreendez
467,8818600,"Edilson Castro","2023-09-27 21:41:30",0.80149,10,edilsoncastro
468,10727898,"[Deleted] 6f4030dc-b0dd-487c-852a-c6ce8b5b7321","2023-09-22 02:49:31",0.80149,1,del=8a9fd1737b51c8e9
469,10926506,"Emin Öztürk","2023-09-24 13:50:07",0.80149,6,eminztrk
470,10896578,leekunhan,"2023-09-25 14:22:10",0.80149,20,leekunhan
471,10970792,"Gatis Priedītis","2023-09-29 19:37:04",0.80149,3,gatispriedtis
472,10966205,Sooty,"2023-10-04 00:53:29",0.80149,6,jangle229
473,11056843,"Jihui Chen","2023-10-19 09:04:05",0.80149,25,lut16aclove
474,9089768,"Saksham Parashar","2023-10-21 17:02:51",0.80149,2,sakshamparashar
475,11051633,"Arda İçöz","2023-10-21 19:52:10",0.80149,8,ardaicoz
476,11061014,MakinPancakes,"2023-10-22 03:15:19",0.80149,11,makinpancakes
477,11117203,"arom QvQ","2023-10-28 08:57:16",0.80149,2,aromqvq
478,10863003,yoshiki1026,"2023-09-07 00:18:26",0.80126,1,yoshiki1026
479,10880861,Jaco1573,"2023-09-07 19:35:10",0.80126,1,jaco1573
480,10693996,Mony,"2023-10-11 05:05:43",0.80126,23,manmeetd
481,10869430,JeanJean_555,"2023-09-10 14:32:44",0.80126,1,jeanjean555
482,10903131,"Ali Nasser Badawy","2023-09-13 17:59:59",0.80126,1,alinasserbadawy
483,10930969,"Ajani Eniola Solomon","2023-09-18 08:14:16",0.80126,2,solomonajani
484,10922284,CodyTT,"2023-09-20 22:25:01",0.80126,4,codytt
485,10945586,"Mavani Ankit","2023-09-26 16:16:32",0.80126,2,mavaniankit
486,10784383,"Bobo Jamson","2023-09-26 20:15:11",0.80126,23,bobojamson
487,10957872,"Flaaffy Mareep","2023-10-13 18:10:26",0.80126,24,"crestwood204,mareep"
488,10789799,SavorSauce,"2023-09-25 15:18:51",0.80126,1,nathaniellybrand
489,10846468,Rcshelley,"2023-09-28 04:24:06",0.80126,1,rcshelley
490,11016438,"[Deleted] dd505803-13b6-40d8-805e-9039de76fb05","2023-10-05 13:26:34",0.80126,10,del=54cb4b23793dd415
491,10966472,"Jay Jajoo","2023-10-05 16:43:45",0.80126,19,jayjajoo
492,11030307,Evries,"2023-10-08 15:29:05",0.80126,1,evries
493,10964931,Jafllok,"2023-10-08 21:58:38",0.80126,1,jafllok
494,11027818,"Hrushikesh Dongre","2023-10-11 13:01:58",0.80126,17,hrushikeshdongre
495,11040931,yadonnn,"2023-10-11 12:12:05",0.80126,1,yadonnn
496,11070952,"Shubh Khandhadia","2023-10-15 01:14:57",0.80126,1,shubhkhandhadia
497,11048539,"Emine Cansu Akgül","2023-10-16 08:33:35",0.80126,9,eminecansuakgul
498,11093033,"yang kevin","2023-10-19 06:38:08",0.80126,1,yangkevin56745645
499,11033034,"Gawd of Dawgs","2023-10-25 23:34:05",0.80126,14,gawdofdawgs
500,10852774,"Prathmesh Chavan","2023-09-07 09:13:11",0.80102,16,prathmeshchavan
501,10892701,GreenAITech,"2023-09-11 01:32:10",0.80102,6,greenaitech
502,10915108,"Alejo Sotillo","2023-09-23 16:51:28",0.80102,17,alejosotillo
503,10938864,danngalann,"2023-09-20 12:06:06",0.80102,3,danngalann
504,10843809,"Nathan Quadrio","2023-09-30 10:32:08",0.80102,10,nathanquadrio
505,10978955,"Константин Баженов","2023-10-04 15:43:39",0.80102,4,kotyakostya
506,10995924,"Samra Huseynova","2023-10-06 06:27:17",0.80102,29,samrahuseynova
507,11033275,"PASAM BHANU","2023-10-08 09:20:08",0.80102,1,pasambhanu
508,11063739,"Irem Bahar Sahinkeser","2023-10-18 18:02:06",0.80102,13,irembahar
509,11102139,Aruvi_B,"2023-10-20 10:40:20",0.80102,1,aruvib
510,10960914,"Nika Svantes","2023-10-25 09:51:16",0.80102,4,nikasvantes
511,11142345,"Ennio Palmieri","2023-10-29 19:02:49",0.80102,5,enniopalmieri
512,11150859,alexfonseca99,"2023-10-31 15:26:48",0.80102,6,alexfonseca99
513,11162819,lldsjjfff,"2023-10-31 13:57:42",0.80102,6,lldsjjfff
514,8810301,Abhinavgaur,"2023-10-31 17:40:45",0.80102,2,abhinavgaur02
515,10716765,"Dmitriy Pershukov","2023-09-16 17:43:42",0.80079,3,dmitriypershukov
516,10196378,"Romi Kosaka","2023-09-18 08:36:52",0.80079,4,romi0416
517,10916622,"Franck Tangus","2023-10-03 14:44:31",0.80079,26,francktangus
518,10973847,iliasprc,"2023-09-27 13:38:49",0.80079,4,iliasprc
519,10948820,"Stubh Lal","2023-09-30 00:10:21",0.80079,5,stubhlal
520,11005683,"Saransh Bhandari","2023-10-10 09:14:13",0.80079,18,saranshbhandari
521,10964972,DavidAflokkat,"2023-10-11 14:14:12",0.80079,6,davidaflokkat
522,11068151,imSakshiMittal,"2023-10-15 16:15:51",0.80079,2,imsakshimittal
523,10888811,Luisfynn,"2023-10-18 06:37:29",0.80079,56,luisfynn
524,11102107,"RAJDHILIP G 21CSR158","2023-10-20 10:34:21",0.80079,1,rajdhilipg21csr158
525,10129685,"Luca Rendsburg","2023-10-20 15:10:58",0.80079,1,lucarendsburg
526,11130648,_V_,"2023-10-25 14:54:13",0.80079,1,chahinovic
527,11084403,"Beccy Jones","2023-10-27 11:57:59",0.80079,1,beccyjones
528,11149692,YousefAshraf,"2023-10-31 17:55:37",0.80079,20,yousefashraf342
529,10868451,"Ludovico Grossi","2023-09-04 21:22:22",0.80056,4,ludovicogrossi
530,10552160,AlexandreCastro30,"2023-09-12 23:13:42",0.80056,3,alexandrecastro30
531,10806046,"Sosuke Asano","2023-09-09 15:59:26",0.80056,8,"amagima,harukiyamaguchi,shota05,sosukeasano,taiki2302"
532,10833936,"Robert Gravelle","2023-09-12 01:03:31",0.80056,1,robertgravelle
533,10688294,"Dinuka Kaveen","2023-09-22 07:21:43",0.80056,1,dinukakaveen
534,10659168,"Syed Muhammad Kamran","2023-09-28 21:13:52",0.80056,7,syedkami
535,10489069,iqbal2303,"2023-09-30 06:37:42",0.80056,1,iqbal2303
536,11022080,Denaro,"2023-10-06 14:08:26",0.80056,1,denaro
537,11022534,"Phan Minh","2023-10-07 03:40:46",0.80056,6,phanminh1402
538,8798478,"Satya Sanjay Shah","2023-10-11 04:25:07",0.80056,1,satyasanjayshah
539,11101424,"Saurav Sabu","2023-10-20 10:19:04",0.80056,2,sauravsabu
540,11110835,"Kai Dewey","2023-10-23 01:32:00",0.80056,1,kaidewey
541,10733691,"DIO Van Platt","2023-09-06 16:38:01",0.80032,3,diovanplatt
542,10875312,lovelypig946,"2023-09-07 18:04:07",0.80032,6,lovelypig946
543,10915710,homaref,"2023-09-18 09:47:01",0.80032,3,homaref
544,10944880,"Soheil Changizi","2023-09-22 06:04:22",0.80032,10,cocolicoq4
545,10992678,"Viktar Adynets","2023-10-01 11:54:43",0.80032,6,viktaradynets
546,10983400,douglasbouchet,"2023-10-01 16:38:54",0.80032,9,douglasbouchet
547,10844354,"Ahmed Samir A.Fattah","2023-10-11 08:08:12",0.80032,24,"ahmedsamirafattah,ahmedsmair,khalid910,noure1deen"
548,11030408,"Matvey Maevskiy","2023-10-08 18:34:44",0.80032,15,matveymaevskiy
549,10899053,"Alexander Voronkov","2023-10-14 08:04:18",0.80032,24,alex035
550,11069905,fmoccle,"2023-10-15 16:38:06",0.80032,2,fmoccle
551,11074987,"varun giri 12","2023-10-15 22:17:24",0.80032,2,varungiri12
552,11092765,"seyi ogunnowo","2023-10-19 11:40:09",0.80032,1,seyiogunnowo
553,11107922,GigiLaFolie,"2023-10-27 21:41:08",0.80032,5,lebouseux
554,10851156,"Bruno Casenave","2023-09-08 16:26:24",0.80009,7,brunocasenave
555,10879997,Tanakakinako,"2023-09-12 01:59:07",0.80009,5,tanakakinako
556,10852952,"groesus gott","2023-09-15 09:54:45",0.80009,5,groesusgott
557,10927337,TheTuring,"2023-09-18 05:46:52",0.80009,1,theturing
558,10790507,berti5,"2023-10-27 05:35:01",0.80009,7,berti5
559,10974218,"Manan Sharma","2023-09-28 20:53:23",0.80009,1,manansharma00
560,10974444,"Mutasem Tamimi","2023-09-28 23:51:32",0.80009,3,mutasem02
561,10987828,"Lyudmila Akh","2023-09-29 16:29:24",0.80009,10,lyudmilaakh
562,10891694,"Zach Zacharia","2023-10-13 15:21:50",0.80009,16,zachzacharia
563,10991489,nicferrari,"2023-10-04 20:08:58",0.80009,12,nicferrari
564,11007492,"Amir FARES","2023-10-07 20:22:40",0.80009,7,amirfares
565,8533400,Jankuper192,"2023-10-07 23:11:15",0.80009,1,jankuper192
566,10868559,"Wiktor Bozek","2023-10-09 20:08:18",0.80009,27,wiktorbozek
567,10909152,"Jonas Ochs","2023-10-11 12:06:17",0.80009,6,jonasochs
568,11040968,"Erfan Bayat","2023-10-11 14:18:20",0.80009,1,erfunbayat
569,10915532,"Boyko Gramenov","2023-10-16 18:39:38",0.80009,5,boykogramenov
570,11066252,"Tanay Bakshi","2023-10-13 23:59:06",0.80009,5,tanaybakshi
571,11061409,"Hanzholah Shobri","2023-10-23 10:30:50",0.80009,10,hanzholahs
572,11127075,Keitux,"2023-10-25 14:23:36",0.80009,7,"hugo2560,keitux,nataouo"
573,9766130,"Jai bhagat007","2023-10-27 13:00:11",0.80009,1,jaibhagat007
574,11136229,"Kensuke Oikawa","2023-10-31 16:31:40",0.80009,4,kensukeoikawa
575,10801792,Jackie96,"2023-09-04 02:53:41",0.79985,10,jackie96
576,10791009,"Krishi Gohil","2023-09-04 15:49:17",0.79985,3,krishigohil
577,10859225,"C Skidmore","2023-09-29 23:03:05",0.79985,3,cskidmore
578,11015807,selimpyy,"2023-10-07 09:46:08",0.79985,1,selimpyy
579,10948551,"Liel G","2023-10-08 14:19:30",0.79985,9,lisawithhat
580,11069815,"Heath Jones","2023-10-20 03:24:43",0.79985,1,heefjones
581,11091100,"Kacper Urban","2023-10-21 01:34:39",0.79985,3,kacperurban
582,10993790,s-projects18,"2023-10-21 21:26:35",0.79985,16,sprojects18
583,9214764,"Simon Playe","2023-10-23 12:15:58",0.79985,4,simonplaye
584,9804933,"sai kiran7135","2023-10-24 21:21:56",0.79985,2,saikiran7135
585,10994287,"Song Yang","2023-10-31 13:55:58",0.79985,5,songyangholmes
586,10867057,rajeevmayekar,"2023-09-07 11:35:27",0.79962,9,rajeevmayekar
587,10875830,DikhaDiharja,"2023-09-11 04:22:10",0.79962,7,dikhadiharja
588,10940400,"Seth D Roberts","2023-09-19 22:36:03",0.79962,1,sethdroberts
589,10706406,"GAPP FILL","2023-09-30 00:10:51",0.79962,2,gappfill
590,11013032,"Valentin Garnier","2023-10-07 17:15:05",0.79962,10,waaalentin
591,11047038,RealErfanMomeni,"2023-10-13 09:35:20",0.79962,32,realerfanmomeni
592,11074736,mik.ro89,"2023-10-19 11:13:33",0.79962,5,mikro89
593,11047360,"Alexey Feldgendler","2023-10-25 19:04:47",0.79962,2,feldgendler
594,11148693,guoguoqing,"2023-10-30 10:46:31",0.79962,1,guoguoiqngzk
595,11078223,Annatar1987,"2023-10-31 22:48:29",0.79962,2,annatar1987
596,10804448,"Vincent #2","2023-09-09 07:35:02",0.79939,7,vinnieb
597,10928378,zhangff,"2023-09-17 08:12:56",0.79939,2,zhangff
598,11006978,"Eric Ugo Paque","2023-10-11 21:53:15",0.79939,1,radisio
599,10220491,DanieleD,"2023-10-13 11:16:11",0.79939,2,danieledd
600,11036226,"Andrey V","2023-10-30 10:23:49",0.79939,10,andreyva
601,11079024,"Guan Lin Tao","2023-10-25 16:05:37",0.79939,13,guanlintao
602,10047206,"Ari Bennett","2023-10-30 13:15:02",0.79939,2,aribennett1
603,11106450,"R Vangara","2023-10-31 09:31:41",0.79939,15,ravitejavangara
604,11062071,どろころ,"2023-10-31 15:06:48",0.79939,5,colloidoon
605,10944103,"Ziad Abdelrahman","2023-09-24 06:15:14",0.79915,3,sleepingziad
606,10942931,jgacho,"2023-09-28 10:57:37",0.79915,2,jgacho
607,10978856,"timofey vorobev","2023-09-27 18:00:29",0.79915,1,timofeyvorobev
608,10978959,"Ilya Podolsky","2023-09-27 18:33:08",0.79915,1,ilyapodolsky
609,9149785,"Lars Tray","2023-10-08 01:41:39",0.79915,2,larstray
610,11088375,RomeThorndike,"2023-10-18 00:38:12",0.79915,2,romelikethecity
611,11086211,merae,"2023-10-27 13:35:54",0.79915,12,daryababushkina
612,11072002,Maahir,"2023-10-31 15:20:04",0.79915,13,codemaahir
613,10844169,"Satkar Sarvankar","2023-10-21 06:19:25",0.79892,13,zenith04
614,10871329,"Oriol Griera","2023-09-07 10:12:08",0.79892,3,oriolgriera
615,10877356,"Sarvesh Atawane","2023-09-09 16:23:00",0.79892,12,sarveshatawane
616,10832482,"Tania Monteiro","2023-09-25 19:17:09",0.79892,39,taniamonteiro
617,10886212,"GDSC Hanyang ML/DL 2조","2023-09-21 04:06:54",0.79892,18,"dohyeokkwon,dongughwang"
618,10937412,marwan07,"2023-09-26 08:24:01",0.79892,1,marwan07
619,10956285,"Bhagwati Narayan","2023-09-26 16:35:08",0.79892,2,bhagwati
620,10976854,"Ivan Dominov","2023-09-27 16:23:36",0.79892,5,dyominov
621,10309634,mode-01,"2023-09-30 22:26:06",0.79892,3,mode01
622,11046541,Oiponabys,"2023-10-12 12:35:45",0.79892,3,oiponabys
623,11046565,Gabensstuff,"2023-10-15 17:35:51",0.79892,37,gabensstuff
624,11060225,"AltarınOğlu Tarkan","2023-10-20 19:57:47",0.79892,7,altarnolutarkan
625,11052640,"Ece Pürçek","2023-10-21 17:54:39",0.79892,23,ecepurcek
626,11036602,takasu2u,"2023-10-19 13:29:11",0.79892,8,takasu2u
627,11122465,cloudiy,"2023-10-24 13:32:56",0.79892,6,cloudiy
628,11107485,"Julien Hovan","2023-10-27 13:44:55",0.79892,5,jewelshovan
629,9462518,loki_haha,"2023-10-29 07:09:57",0.79892,1,lokihaha
630,10891936,choshochan,"2023-09-18 10:58:11",0.79869,8,choshochan
631,10902660,ccCorin,"2023-09-26 09:04:32",0.79869,50,cccorin
632,10900327,thnhan3011,"2023-09-24 11:46:51",0.79869,8,thnhan3011
633,10742233,SnikenB,"2023-09-29 06:24:36",0.79869,1,snikenb
634,10472974,"Jon Whiting","2023-10-19 08:01:56",0.79869,14,jonwhiting
635,10987782,M000SEY,"2023-10-16 17:29:41",0.79869,50,m000sey
636,11081679,"Maidari Tsydenov","2023-10-17 10:13:06",0.79869,1,maidaritsydenov
637,10929770,"Julia Von Oertzen","2023-10-18 16:33:27",0.79869,3,juliavonoertzen
638,11058856,"Abdulkadir Karaca","2023-10-21 19:53:57",0.79869,8,abdulkadirkaraca
639,11095010,"kazuki morikawa","2023-10-26 07:12:37",0.79869,10,kazukimorikawa
640,11076228,"Bili Nico","2023-10-29 08:18:29",0.79869,13,bilinico
641,10821114,Rosales,"2023-09-03 07:17:59",0.79845,11,samtam22
642,10865084,xiaozhangbuai,"2023-09-04 04:02:09",0.79845,2,xiaozhangbuai
643,10869265,Syuta,"2023-09-08 04:46:56",0.79845,2,nakamurasyuta
644,8886560,"Murat Gocer","2023-09-17 20:17:21",0.79845,18,mrtgocer
645,10948343,"Erik Steenman","2023-09-21 15:42:56",0.79845,4,eriksteenman
646,10960932,blue_c0ffee,"2023-09-26 18:38:15",0.79845,30,bluec0ffee
647,10985286,"Kaushik Y.H","2023-10-03 07:34:38",0.79845,9,kaushikyh
648,11039749,Draco9,"2023-10-10 12:27:03",0.79845,2,draco9
